Symbol,ETF Name,Total Assets,YTD,Avg Volume,Previous Closing Price,1-Day Change,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
BND,Vanguard Total Bond Market ETF,"$84,600,300",-11.12%,"7,237,868",$73.66,0.68%,0.68%,2.88%,-11.48%,-5.78%,2.35%,"$12,533,946,000.00","$329,051,000.00","$837,038,000.00","$13,614,073,000.00","$49,152,659,000.00","$58,835,665,000.00",Total Bond Market,2007-04-03,0.03%,2 Platforms,$1.98,2021-11-01,$0.13,2.32%,0.00,0.03,9594,14.32%,40%,20%,1099,$71.12,$74.05,$73.46,$74.00,62.83,A,A,A,A-,C+,B+,A+,6.78,39.87%,43.09%,261.04,2.62%,0.96%
AGG,iShares Core U.S. Aggregate Bond ETF,"$82,223,900",-11.00%,"7,790,660",$99.47,0.67%,0.68%,2.83%,-11.34%,-5.87%,2.25%,"$2,093,062,900.00","$702,321,180.00","$1,943,887,560.00","$2,938,665,540.00","$25,956,978,430.00","$39,283,448,350.00",Total Bond Market,2003-09-22,0.03%,2 Platforms,$2.27,2021-11-01,$0.18,1.98%,0.00,-0.25,10571,8.74%,40%,20%,1099,$96.11,$100.02,$99.19,$99.97,62.57,A,A+,A,A-,C+,B+,A,6.67,25.32%,41.81%,270.52,2.27%,0.85%
BNDX,Vanguard Total International Bond ETF,"$46,038,700",-10.15%,"2,936,880",$49.07,0.02%,-0.49%,1.38%,-11.20%,-8.17%,1.65%,"$5,701,060,969.30","$28,938,623.81","$66,467,083.21","$6,560,466,118.03","$29,119,185,632.51","$43,737,196,293.80",Total Bond Market,2013-06-04,0.07%,Vanguard,$0.64,2021-11-01,$0.04,1.12%,0.00,0.04,6861,4.69%,40%,20%,1099,$48.33,$49.54,$48.97,$49.24,57.57,A,A,A,A,B,B-,N/A,6.61,54.91%,41.16%,83.65,0.85%,0.74%
BSV,Vanguard Short-Term Bond ETF,"$37,429,400",-5.04%,"3,666,109",$75.76,0.38%,0.40%,0.81%,-5.02%,-1.33%,4.63%,"-$1,906,626,000.00","-$52,880,000.00","-$271,409,000.00","-$1,720,316,000.00","$18,378,641,703.22","$16,471,705,703.22",Total Bond Market,2007-04-03,0.04%,3 Platforms,$1.12,2021-11-01,$0.07,1.38%,0.00,-0.01,2604,12.47%,40%,20%,1099,$74.81,$75.81,$75.67,$75.89,62.54,A+,A,A,A-,A-,B,A,6.83,22.45%,43.87%,143.6,1.91%,0.79%
IUSB,iShares Core Total USD Bond Market ETF,"$19,301,500",-11.13%,"2,852,854",$46.04,0.74%,0.77%,2.90%,-11.32%,-5.37%,2.95%,"$5,168,879,470.00","$178,820,090.00","$301,522,090.00","$5,380,676,170.00","$17,682,409,710.00","$19,833,617,680.00",Total Bond Market,2014-06-10,0.06%,N/A,$1.20,2021-11-01,$0.08,2.25%,0.00,0.05,14636,9.60%,40%,20%,1099,$44.46,$46.27,$45.91,$46.25,63.47,A-,A,A,B+,B-,B+,N/A,6.44,42.86%,39.48%,303.27,2.48%,1.09%
BIV,Vanguard Intermediate-Term Bond ETF,"$12,919,400",-11.36%,"1,217,306",$76.08,0.78%,0.48%,2.25%,-11.64%,-4.81%,4.51%,"$550,642,000.00","-$14,772,000.00","$269,932,000.00","$491,011,000.00","$1,613,576,000.00","-$557,441,000.00",Total Bond Market,2007-04-03,0.04%,3 Platforms,$2.88,2021-11-01,$0.14,3.25%,0.00,0.03,2105,22.28%,40%,20%,1099,$73.82,$76.45,$75.89,$76.42,61.34,A,A,A,A+,C+,A,A-,7.08,53.16%,47.55%,222.23,3.19%,1.50%
MINT,PIMCO Enhanced Short Maturity Active ETF,"$8,975,390",-1.24%,"1,322,859",$98.75,0.05%,0.16%,0.55%,-1.21%,0.47%,5.50%,"-$4,357,406,200.00","-$490,657,300.00","-$849,856,000.00","-$4,499,652,500.00","-$4,331,126,100.00","$1,355,745,300.00",Total Bond Market,2009-11-16,0.36%,N/A,$0.50,2021-11-01,$0.03,0.49%,0.00,0.06,555,33.40%,40%,20%,1099,$98.14,$98.82,$98.71,$98.79,74.91,A,A,B,A,A,C+,A+,0.0,N/A,N/A,N/A,N/A,N/A
FTSM,First Trust Enhanced Short Maturity ETF,"$7,342,680",0.76%,"1,574,335",$59.48,0.03%,0.10%,0.38%,0.76%,2.04%,6.79%,"$3,112,662,850.00","$151,536,750.00","$303,032,550.00","$3,145,583,950.00","$2,412,454,100.00","$5,972,503,700.00",Total Bond Market,2014-08-05,0.25%,N/A,$0.27,2021-10-29,$0.01,0.45%,0.00,0.03,377,49.13%,40%,20%,1099,$59.22,$59.49,$59.47,$59.48,87.36,B+,A,B,B,A,C+,N/A,8.56,86.71%,78.53%,456.92,12.15%,2.96%
SCHZ,Schwab U.S. Aggregate Bond ETF,"$6,911,390",-11.08%,"1,061,688",$46.86,0.77%,0.75%,2.90%,-11.30%,-5.90%,2.16%,"-$961,438,000.00","$42,237,000.00","$5,950,000.00","-$885,897,000.00","$814,531,000.00","$2,979,395,501.90",Total Bond Market,2011-07-14,0.03%,Charles Schwab,$1.29,2021-11-01,$0.09,2.39%,0.00,0.04,9142,7.80%,40%,20%,1099,$45.24,$47.09,$46.73,$47.07,62.92,A,A,A,A,C+,A-,A-,6.69,28.48%,42.05%,250.17,2.25%,0.86%
SPAB,SPDR Portfolio Aggregate Bond ETF,"$6,615,380",-11.19%,"3,953,905",$25.73,0.59%,0.63%,2.75%,-11.52%,-6.07%,1.84%,"$1,048,083,926.10","$110,105,526.30","$206,706,677.40","$1,137,044,325.50","$2,818,055,344.40","$6,053,449,132.70",Total Bond Market,2007-05-23,0.03%,N/A,$0.70,2021-11-01,$0.05,2.34%,0.00,-0.27,7023,9.39%,40%,20%,1099,$24.90,$25.89,$25.66,$25.86,62.80,A-,A,A,B,C+,B+,N/A,6.76,36.71%,42.84%,245.7,2.29%,0.88%
ISTB,iShares Core 1-5 Year USD Bond ETF,"$5,161,810",-5.55%,"1,046,466",$46.80,0.36%,0.39%,1.01%,-5.56%,-1.31%,4.99%,"-$706,106,720.00",$0.00,"$32,914,590.00","-$721,237,480.00","$2,276,931,610.00","$4,425,898,220.00",Total Bond Market,2012-10-18,0.06%,Fidelity,$0.94,2021-11-01,$0.06,1.87%,0.00,0.02,5351,11.61%,40%,20%,1099,$46.11,$46.87,$46.73,$46.91,62.75,A,A,A,B+,A-,B+,B-,6.64,23.42%,41.47%,231.19,2.29%,1.15%
BLV,Vanguard Long-Term Bond ETF,"$4,464,680",-22.29%,"519,326",$77.32,0.99%,0.77%,7.72%,-23.36%,-13.05%,-0.16%,"-$243,489,000.00","$61,250,000.00","$121,221,000.00","-$191,528,000.00","$1,732,989,000.00","$3,350,301,000.00",Total Bond Market,2007-04-03,0.04%,3 Platforms,$6.42,2021-11-01,$0.25,6.18%,0.00,0.04,2902,13.09%,40%,20%,1099,$70.89,$78.84,$76.87,$78.07,63.72,A,A,A,B,C,A,A,7.07,12.73%,47.27%,444.2,7.06%,1.76%
IAGG,iShares Core International Aggregate Bond ETF,"$4,145,290",-8.53%,"425,494",$49.88,0.18%,-0.60%,1.18%,-9.44%,-6.17%,4.06%,"$615,981,945.00","$29,979,480.00","$265,025,145.00","$697,857,435.00","$2,225,134,715.00","$3,849,618,435.00",Total Bond Market,2015-11-10,0.07%,N/A,$0.10,2020-12-01,$0.05,0.19%,0.00,0.03,4753,9.40%,40%,20%,1099,$49.27,$50.25,$49.79,$50.04,57.35,B+,A-,A,N/A,B+,C,N/A,5.69,19.94%,31.10%,63.69,1.14%,0.97%
NEAR,BlackRock Short Maturity Bond ETF,"$4,101,970",0.10%,"785,302",$49.28,0.06%,0.14%,0.52%,0.16%,1.94%,7.31%,"-$610,447,815.00","$17,186,595.00","-$64,018,915.00","-$543,005,620.00","-$2,213,021,315.00","$1,197,875,765.00",Total Bond Market,2013-09-25,0.25%,N/A,$0.46,2021-11-01,$0.03,0.92%,0.00,0.07,351,19.25%,40%,20%,1099,$48.98,$49.31,$49.27,$49.29,81.87,A,A,B,A,A,B-,N/A,7.9,53.74%,63.54%,103.14,5.87%,1.74%
PULS,PGIM Ultra Short Bond ETF,"$3,580,960",1.24%,"1,105,154",$49.11,0.06%,0.13%,0.52%,1.31%,3.45%,N/A,"$2,038,287,385.00","$115,258,000.00","$664,724,250.00","$2,030,856,730.00","$3,237,991,570.00","$4,020,124,510.00",Total Bond Market,2018-04-05,0.15%,N/A,$0.73,2021-11-01,$0.04,1.47%,0.00,0.06,315,34.40%,40%,20%,1099,$48.83,$49.13,$49.09,$49.12,84.25,A,A,A-,N/A,A,B,N/A,8.26,63.27%,72.08%,338.74,7.78%,3.67%
BOND,PIMCO Active Bond ETF,"$3,160,560",-12.94%,"284,346",$92.50,0.73%,0.87%,2.94%,-13.11%,-6.90%,1.55%,"-$577,667,800.00","$38,575,200.00","$78,477,800.00","-$457,011,800.00","$928,421,200.00","$1,622,067,700.00",Total Bond Market,2012-02-29,0.56%,N/A,$3.05,2021-11-01,$0.23,2.78%,0.00,0.09,1081,36.53%,40%,20%,1099,$89.19,$92.96,$92.17,$93.04,63.53,B,A-,C+,B-,B,A-,B+,0.0,N/A,N/A,N/A,N/A,N/A
FIXD,First Trust TCW Opportunistic Fixed Income ETF,"$3,103,950",-13.49%,"742,983",$44.86,0.76%,0.49%,3.08%,-13.65%,-6.55%,1.89%,"-$1,371,480,350.00",$0.00,"-$63,663,500.00","-$1,358,154,550.00","$2,748,674,200.00","$3,760,589,950.00",Total Bond Market,2017-02-14,0.56%,N/A,$1.61,2021-10-21,$0.06,3.02%,0.00,0.03,808,29.05%,40%,20%,1099,$43.18,$45.17,$44.72,$45.11,62.43,B,A,C+,N/A,C+,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
JMST,JPMorgan Ultra-Short Municipal Income ETF,"$2,632,690",0.04%,"803,240",$50.61,0.14%,0.04%,0.53%,0.09%,2.42%,N/A,"$278,989,500.00","$22,761,000.00","$70,733,000.00","$411,624,500.00","$2,516,808,000.00","$2,630,066,500.00",Total Bond Market,2018-10-16,0.18%,N/A,$0.17,2021-11-01,$0.01,0.34%,0.00,0.01,2941,25.76%,40%,20%,1099,$50.33,$50.65,$50.54,$50.64,72.30,A,A,A-,N/A,A,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FBND,Fidelity Total Bond ETF,"$2,631,480",-10.69%,"587,628",$46.13,0.81%,0.74%,2.84%,-10.78%,-3.04%,5.68%,"$729,374,393.75",$0.00,"$156,279,564.60","$782,411,653.75","$2,065,969,578.75","$2,603,147,683.75",Total Bond Market,2014-10-06,0.36%,Fidelity,$1.61,2021-10-27,$0.08,3.03%,0.00,0.07,2161,30.81%,40%,20%,1099,$44.59,$46.34,$46.01,$46.34,63.32,B,A,B-,C+,B-,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
GVI,iShares Intermediate Government/Credit Bond ETF,"$2,573,480",-7.34%,"190,451",$103.72,0.46%,0.35%,1.22%,-7.57%,-3.05%,3.90%,"$165,297,975.00","$31,003,220.00","$77,346,620.00","$341,990,310.00","$806,504,815.00","$747,467,210.00",Total Bond Market,2007-01-05,0.20%,2 Platforms,$1.88,2021-11-01,$0.13,1.65%,0.00,0.01,4758,9.50%,40%,20%,1099,$101.85,$104.00,$103.52,$104.05,61.61,A-,A-,B+,A,B+,B,B+,6.89,47.47%,44.64%,180.44,2.20%,1.11%
TOTL,SPDR DoubleLine Total Return Tactical ETF,"$2,258,930",-9.93%,"555,922",$41.07,0.49%,0.51%,3.21%,-10.29%,-7.12%,-0.33%,"-$257,642,398.05","$26,528,421.20","$53,591,900.50","-$302,811,090.70","-$602,090,648.75","-$906,670,719.50",Total Bond Market,2015-02-23,0.55%,N/A,$1.48,2021-11-01,$0.12,3.10%,0.00,0.06,1125,34.12%,40%,20%,1099,$39.47,$41.37,$40.98,$41.22,62.39,B+,A-,C+,N/A,B,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
EAGG,iShares ESG Aware US Aggregate Bond ETF,"$2,239,540",-11.66%,"300,311",$47.91,0.65%,0.59%,2.72%,-11.45%,-6.27%,N/A,"$761,368,010.00","$47,760,450.00","$94,796,340.00","$799,822,520.00","$2,393,654,640.00","$2,495,164,250.00",Total Bond Market,2018-10-18,0.10%,N/A,$0.76,2021-11-01,$0.05,1.37%,0.00,-0.01,4305,9.92%,40%,20%,1099,$46.31,$48.19,$47.78,$48.14,62.28,B,A-,A-,N/A,C+,B-,N/A,7.06,52.53%,47.16%,109.44,1.84%,1.30%
DFCF,Dimensional Core Fixed Income ETF,"$1,946,200",-13.19%,"668,135",$42.63,0.85%,0.80%,2.72%,-13.42%,N/A,N/A,"$1,869,226,565.00","$42,229,060.00","$298,539,590.00","$1,934,349,120.00","$2,034,474,840.00","$2,034,474,840.00",Total Bond Market,2021-11-15,0.19%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1855,38.27%,40%,20%,1099,$41.23,$42.81,$42.49,$42.85,62.33,N/A,A-,B+,N/A,C,N/A,N/A,7.21,15.64%,49.39%,217.72,3.74%,1.41%
FLCB,Franklin U.S. Core Bond ETF,"$1,510,410",-11.82%,"106,726",$21.61,0.70%,0.64%,2.85%,-12.27%,-7.06%,N/A,"$57,504,000.00","$12,996,000.00","-$795,000.00","$57,504,000.00","$846,028,000.00","$1,668,998,500.00",Total Bond Market,2019-09-17,0.15%,N/A,$0.77,2021-10-29,$0.04,3.05%,0.00,0.07,257,33.31%,40%,20%,1099,$20.87,$21.73,$21.53,$21.75,62.92,A,A-,A-,N/A,B,A,N/A,6.41,15.82%,39.13%,371.75,2.91%,0.65%
LDUR,PIMCO Enhanced Low Duration Active ETF,"$1,386,590",-4.56%,"145,623",$94.16,0.16%,0.31%,0.42%,-4.71%,-0.53%,4.81%,"$292,726,400.00","-$22,591,200.00","-$45,167,200.00","$262,481,200.00","$1,043,965,200.00","$1,346,951,200.00",Total Bond Market,2014-01-22,0.53%,N/A,$1.22,2021-11-01,$0.06,1.21%,0.00,0.03,599,28.91%,40%,20%,1099,$93.46,$94.18,$94.10,$94.25,58.68,B,A-,C+,B+,A-,B-,B-,0.0,N/A,N/A,N/A,N/A,N/A
UCON,First Trust TCW Unconstrained Plus Bond ETF,"$1,374,120",-5.24%,"479,131",$24.35,0.04%,0.04%,1.51%,-5.05%,2.60%,N/A,"$628,376,450.00","$32,634,950.00","$92,804,150.00","$671,778,600.00","$1,258,714,000.00","$1,465,905,800.00",Total Bond Market,2018-06-04,0.76%,N/A,$0.64,2021-10-21,$0.04,2.42%,0.00,0.18,906,30.46%,40%,20%,1099,$23.91,$24.42,$24.31,$24.41,61.09,A-,A,C,A,A-,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
UITB,VictoryShares USAA Core Intermediate-Term Bond ETF,"$1,341,740",-10.75%,"58,960",$46.48,0.80%,0.48%,2.41%,-11.17%,-4.71%,4.93%,"$306,600,690.00",$0.00,"-$4,573,370.00","$306,600,690.00","$1,146,887,670.00","$1,450,858,460.00",Total Bond Market,2017-10-24,0.39%,N/A,$1.17,2021-11-08,$0.07,2.19%,0.00,0.11,836,14.42%,40%,20%,1099,$45.10,$46.70,$46.39,$46.66,62.31,B,B,B-,N/A,B,B+,N/A,6.63,22.15%,41.30%,290.82,4.10%,1.60%
JAGG,JPMorgan U.S. Aggregate Bond ETF,"$1,149,520",-11.36%,"161,491",$46.91,0.64%,0.69%,2.85%,-11.57%,-6.53%,N/A,"$205,377,250.00","-$18,748,000.00","-$22,114,500.00","$198,608,500.00","$1,018,914,158.09","$1,284,368,658.09",Total Bond Market,2018-12-12,0.07%,N/A,$0.72,2021-11-01,$0.06,1.33%,0.00,0.06,1629,17.57%,40%,20%,1099,$45.31,$47.18,$46.79,$47.14,62.80,A-,A-,A,N/A,B,B-,N/A,6.5,43.88%,39.98%,373.63,1.83%,0.62%
HTRB,Hartford Total Return Bond ETF,"$1,003,370",-12.74%,"161,514",$33.73,0.63%,0.45%,3.13%,-12.90%,-7.94%,0.97%,"$139,545,215.00","$8,410,080.00","$18,204,165.00","$149,476,575.00","$604,310,520.00","$1,171,701,585.00",Total Bond Market,2017-09-27,0.29%,N/A,$1.01,2021-10-28,$0.07,2.48%,0.00,0.09,1139,22.95%,40%,20%,1099,$32.45,$33.96,$33.63,$33.89,63.37,B+,A-,B,N/A,B-,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
AGGY,WisdomTree Yield Enhanced U.S. Aggregate Bond Fund,"$909,031",-13.22%,"234,022",$43.81,0.67%,0.60%,2.93%,-13.47%,-9.57%,-0.63%,"-$27,204,590.00","$17,552,520.00","$47,581,610.00","-$27,236,000.00","$84,458,710.00","$824,475,800.00",Total Bond Market,2015-07-09,0.12%,N/A,$1.28,2021-10-25,$0.08,2.46%,0.00,0.09,2643,6.11%,40%,20%,1099,$42.23,$44.06,$43.69,$44.02,63.97,A-,A-,A-,N/A,C+,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
RAVI,FlexShares Ready Access Variable Income Fund,"$872,570",-0.09%,"86,012",$74.43,0.07%,0.11%,0.42%,-0.06%,2.06%,7.38%,"$463,114,167.50","-$9,301,275.00","$3,712,442.50","$521,663,950.00","$584,602,927.50","$714,920,437.50",Total Bond Market,2012-10-09,0.25%,N/A,$0.58,2021-11-01,$0.04,0.77%,0.00,0.06,348,20.52%,40%,20%,1099,$74.05,$74.45,$74.41,$74.45,74.87,C+,B+,B,C+,B+,C+,C+,8.31,63.95%,73.39%,239.5,4.80%,2.53%
GTO,Invesco Total Return Bond ETF,"$786,180",-13.09%,"170,503",$47.58,0.76%,0.93%,3.52%,-13.40%,0.49%,10.87%,"-$125,844,700.00","$4,711,200.00","$27,878,850.00","-$97,598,100.00","$764,838,850.00","$880,793,300.00",Total Bond Market,2016-02-10,0.50%,N/A,$4.50,2021-10-18,$0.10,7.96%,0.00,0.13,762,23.43%,40%,20%,1099,$45.63,$47.75,$47.47,$47.76,67.15,B+,A-,C+,N/A,B-,A+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
EUSB,iShares ESG Advanced Total USD Bond Market ETF,"$783,405",-11.03%,"85,077",$43.16,0.77%,0.70%,2.67%,-11.05%,N/A,N/A,"$255,502,280.00",$0.00,"$21,289,420.00","$275,182,080.00","$872,688,370.00","$872,688,370.00",Total Bond Market,2020-06-23,0.12%,N/A,$0.57,2021-11-01,$0.05,1.16%,0.00,0.08,4136,12.14%,40%,20%,1099,$41.76,$43.37,$43.02,$43.39,62.74,B,B+,A-,N/A,B-,B-,N/A,7.2,67.86%,49.28%,58.96,0.07%,2.25%
PCEF,Invesco CEF Income Composite ETF,"$687,709",-16.06%,"155,997",$18.84,0.96%,0.56%,1.22%,-13.82%,3.29%,15.86%,"-$51,991,030.00","-$7,682,330.00","-$12,001,630.00","-$55,489,570.00","$60,633,280.00","$184,815,430.00",Total Bond Market,2010-02-19,1.97%,N/A,$1.63,2021-10-18,$0.13,6.64%,22.61,0.77,118,26.20%,40%,20%,1099,$18.40,$19.09,$18.72,$19.00,57.73,C+,A-,C,C,C,A,C+,0.0,N/A,N/A,N/A,N/A,N/A
DIAL,Columbia Diversified Fixed Income Allocation ETF,"$610,823",-13.49%,"311,932",$17.91,1.02%,1.88%,3.41%,-13.07%,-6.42%,4.58%,"-$444,140,400.00",$0.00,"-$2,546,700.00","-$440,965,150.00","$559,428,043.60","$731,238,293.60",Total Bond Market,2017-10-12,0.28%,N/A,$0.58,2021-11-01,$0.04,2.71%,16.86,0.20,669,23.88%,40%,20%,1099,$17.14,$17.98,$17.83,$18.02,64.03,B,A-,B,N/A,C,A-,N/A,5.76,12.24%,31.83%,397.85,3.38%,1.65%
AGZ,iShares Agency Bond ETF,"$604,283",-7.15%,"32,685",$107.37,0.35%,0.05%,0.76%,-7.40%,-2.78%,3.98%,"-$89,667,060.00",$0.00,"$21,282,860.00","-$101,397,335.00","$57,825,675.00","$177,072,695.00",Total Bond Market,2008-11-05,0.20%,Fidelity,$2.09,2021-11-01,$0.07,1.77%,0.00,-0.05,61,57.32%,40%,20%,1099,$106.03,$107.61,$107.20,$107.59,58.01,A-,B,B+,A-,B+,B,A,6.41,95.71%,39.11%,531.81,12.24%,0.15%
BNDW,Vanguard Total World Bond ETF,"$583,170",-10.56%,"48,658",$69.07,0.39%,0.16%,2.16%,-11.28%,-6.90%,N/A,"$76,421,700.00","$10,373,600.00","$19,257,600.00","$93,779,300.00","$431,444,950.00","$669,018,950.00",Total Bond Market,2018-09-04,0.06%,N/A,$1.19,2021-11-01,$0.09,1.49%,0.00,0.03,4,100.00%,40%,20%,1099,$67.31,$69.53,$68.90,$69.32,61.55,A-,B+,A,N/A,B,B,N/A,6.69,58.96%,42.03%,201.66,1.77%,0.85%
JCPB,JPMorgan Core Plus Bond ETF,"$551,296",-11.00%,"142,015",$47.10,0.53%,0.63%,2.88%,-11.07%,-3.11%,N/A,"$354,167,000.00","$9,392,000.00","$41,691,000.00","$375,804,000.00","$550,079,000.00","$565,887,000.00",Total Bond Market,2019-01-28,0.40%,N/A,$1.80,2021-11-01,$0.09,3.31%,0.00,0.01,1526,17.55%,40%,20%,1099,$45.48,$47.39,$47.02,$47.22,65.21,B+,B+,B-,N/A,B,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
VRIG,Invesco Variable Rate Investment Grade ETF,"$543,488",0.45%,"168,992",$24.71,0.04%,0.22%,0.79%,0.55%,3.54%,8.80%,"$92,723,000.00","-$18,498,050.00","-$23,418,050.00","$101,488,700.00","$202,447,950.00","$418,208,900.00",Total Bond Market,2016-09-22,0.31%,N/A,$0.20,2021-10-18,$0.02,0.81%,0.00,0.18,210,25.33%,40%,20%,1099,$24.50,$24.71,$24.69,$24.72,75.66,B+,A-,B,N/A,A,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
GCOR,Goldman Sachs Access U.S. Aggregate Bond ETF,"$429,578",-11.98%,"42,842",$42.09,0.53%,0.62%,2.43%,-12.32%,N/A,N/A,"$223,900,500.00","-$2,096,500.00","-$2,096,500.00","$228,781,500.00","$431,159,000.00","$431,159,000.00",Total Bond Market,2020-09-08,0.14%,N/A,$0.47,2021-11-01,$0.04,0.96%,0.00,-0.22,942,46.23%,40%,20%,1099,$40.77,$42.39,$41.95,$42.33,62.90,B+,B+,A-,N/A,B,B-,N/A,6.44,17.72%,39.47%,286.8,2.33%,0.65%
USTB,VictoryShares USAA Core Short-Term Bond ETF,"$414,578",-2.74%,"48,512",$48.96,0.29%,0.41%,1.01%,-2.82%,2.97%,9.51%,"$45,962,815.00","$24,381,340.00","$34,073,675.00","$48,525,320.00","$342,544,840.00","$402,378,780.00",Total Bond Market,2017-10-24,0.35%,N/A,$1.01,2021-11-08,$0.07,1.96%,0.00,0.08,349,22.45%,40%,20%,1099,$48.35,$48.98,$48.89,$49.08,68.75,B+,B-,B-,N/A,A,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BKAG,BNY Mellon Core Bond ETF,"$404,252",-11.29%,"43,778",$42.67,0.71%,0.64%,2.84%,-11.49%,N/A,N/A,"$220,872,500.00","$2,116,500.00","$4,207,000.00","$255,282,500.00","$426,800,026.40","$426,800,026.40",Total Bond Market,2020-04-22,0.00%,N/A,$0.83,2021-11-01,$0.06,1.69%,0.00,0.08,3091,5.26%,40%,20%,1099,$41.19,$42.92,$42.57,$42.86,62.87,A-,B+,A+,N/A,B-,B,N/A,6.65,24.68%,41.68%,274.73,2.35%,0.81%
CGCP, Capital Group Core Plus Income ETF,"$396,088",N/A,"179,892",$22.78,0.75%,0.69%,2.40%,N/A,N/A,N/A,"$322,004,905.08","$21,771,016.32","$52,839,637.44","$322,004,905.08","$322,004,905.08","$322,004,905.08",Total Bond Market,2022-02-22,0.34%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,499,40.32%,40%,20%,1099,$22.06,$22.89,$22.70,$22.92,62.48,N/A,A-,B,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
ULST,SPDR SSgA Ultra Short Term Bond ETF,"$385,758",0.58%,"120,594",$39.99,0.00%,0.13%,0.47%,0.70%,2.46%,7.59%,"-$58,103,414.18","$17,977,648.92","$6,982,960.02","-$77,257,922.60","$183,799,213.45","$367,919,587.77",Total Bond Market,2013-10-09,0.20%,N/A,$0.27,2021-11-01,$0.01,0.66%,0.00,0.07,144,45.16%,40%,20%,1099,$39.77,$40.04,$39.98,$40.01,79.22,B+,B+,B+,B,A,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
VBND,Vident Core U.S. Bond Strategy ETF,"$365,023",-12.07%,"26,848",$43.78,0.76%,0.69%,3.14%,-13.11%,-8.19%,-0.87%,"$9,313,260.00","-$4,345,510.00","-$4,345,510.00","$9,313,260.00","-$34,903,890.00","-$130,459,890.00",Total Bond Market,2014-10-15,0.41%,N/A,$0.80,2021-09-14,$0.03,1.55%,0.00,0.12,182,33.72%,40%,20%,1099,$42.13,$44.05,$43.70,$43.93,63.94,B,B,B-,A,C+,B,N/A,6.22,13.29%,37.38%,522.64,3.29%,0.60%
AGZD,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,"$325,182",1.07%,"90,817",$43.62,-0.21%,0.32%,1.30%,1.29%,2.28%,7.55%,"$105,729,255.00","-$8,705,295.00","$531,285.00","$117,400,620.00","$265,438,430.00","$327,521,180.00",Total Bond Market,2013-12-18,0.23%,2 Platforms,$0.81,2021-10-25,$0.06,1.72%,0.00,0.09,2283,21.07%,40%,20%,1099,$43.11,$43.78,$43.38,$44.02,65.81,B,B+,B+,C,A-,B,N/A,6.76,8.36%,42.83%,253.75,2.39%,0.76%
AVIG,Avantis Core Fixed Income ETF,"$316,413",-12.17%,"89,552",$41.95,0.72%,0.55%,2.37%,-12.39%,N/A,N/A,"$239,863,120.00","$6,247,260.00","$30,987,195.00","$252,058,045.00","$318,305,300.00","$318,305,300.00",Total Bond Market,2020-10-13,0.15%,N/A,$0.55,2021-11-01,$0.05,1.13%,0.00,-0.26,443,17.55%,40%,20%,1099,$40.68,$42.18,$41.84,$42.15,61.89,B,B+,A-,N/A,C+,B-,N/A,7.6,76.53%,56.86%,370.52,4.47%,3.25%
ILTB,iShares Core 10+ Year USD Bond ETF,"$315,747",-22.18%,"50,237",$54.19,1.10%,1.08%,7.63%,-23.08%,-12.20%,0.92%,"$51,077,425.00","$5,342,430.00","$15,920,115.00","$51,077,425.00","$63,663,745.00","$133,111,255.00",Total Bond Market,2009-12-08,0.06%,Fidelity,$2.68,2021-11-01,$0.19,3.68%,0.00,0.09,2763,12.66%,40%,20%,1099,$49.70,$55.18,$53.90,$54.70,64.21,B,B,A,C+,C,A,B,6.75,55.10%,42.76%,491.37,6.69%,1.74%
